2019-10-17 13:00:59 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 1000.0; Tile: START
2019-10-17 13:01:00 INFO  Car - Speed:   1.0; Angle:   EAST; Position:   3,3; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 999.0; Tile: ROAD
2019-10-17 13:01:00 INFO  Car - Speed:   1.0; Angle:   EAST; Position:   4,3; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 998.0; Tile: ROAD
2019-10-17 13:01:00 INFO  Car - Speed:   1.0; Angle:   EAST; Position:   5,3; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 997.0; Tile: ROAD
2019-10-17 13:01:00 INFO  Car - Speed:   1.0; Angle:   EAST; Position:   6,3; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 996.0; Tile: ROAD
2019-10-17 13:01:01 INFO  Car - Speed:   1.0; Angle:   EAST; Position:   7,3; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 995.0; Tile: ROAD
2019-10-17 13:01:01 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:   7,2; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 994.0; Tile: ROAD
2019-10-17 13:01:01 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:   7,1; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 993.0; Tile: ROAD
2019-10-17 13:01:01 INFO  Car - Speed:   1.0; Angle:   WEST; Position:   6,1; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 992.0; Tile: ROAD
2019-10-17 13:01:02 INFO  Car - Speed:   1.0; Angle:   WEST; Position:   5,1; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 991.0; Tile: ROAD
2019-10-17 13:01:02 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:   5,2; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 990.0; Tile: ROAD
2019-10-17 13:01:02 INFO  Car - Speed:   1.0; Angle:   WEST; Position:   4,2; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 989.0; Tile: ROAD
2019-10-17 13:01:02 INFO  Car - Speed:   1.0; Angle:   WEST; Position:   3,2; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 988.0; Tile: ROAD
2019-10-17 13:01:03 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:   3,1; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 987.0; Tile: ROAD
2019-10-17 13:01:03 INFO  Car - Speed:   1.0; Angle:   WEST; Position:   2,1; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 986.0; Tile: ROAD
2019-10-17 13:01:03 INFO  Car - Speed:   1.0; Angle:   WEST; Position:   1,1; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 985.0; Tile: ROAD
2019-10-17 13:01:03 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:   1,2; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 984.0; Tile: ROAD
2019-10-17 13:01:04 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:   1,3; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 983.0; Tile: ROAD
2019-10-17 13:01:04 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:   1,4; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 982.0; Tile: ROAD
2019-10-17 13:01:04 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:   1,5; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 981.0; Tile: ROAD
2019-10-17 13:01:04 INFO  Car - Speed:   1.0; Angle:   EAST; Position:   2,5; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 980.0; Tile: ROAD
2019-10-17 13:01:05 INFO  Car - Speed:   1.0; Angle:   EAST; Position:   3,5; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 979.0; Tile: ROAD
2019-10-17 13:01:05 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:   3,4; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 978.0; Tile: ROAD
2019-10-17 13:01:05 INFO  Car - Speed:   1.0; Angle:  SOUTH; Position:   3,3; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 977.0; Tile: ROAD
2019-10-17 13:01:05 INFO  Car - Speed:   1.0; Angle:   EAST; Position:   4,3; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 976.0; Tile: ROAD
2019-10-17 13:01:06 INFO  Car - Speed:   1.0; Angle:   EAST; Position:   5,3; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 975.0; Tile: ROAD
